,tweet,brand,sentiment,lemmatization,polarity
2410,trueexpect insidious approaches like apple subscriptions rt disgraceful libraries sxsw,Apple,Positive emotion,trueexpect insidious approach like apple subscription rt disgraceful library sxsw,0.0
2411,bjdproductions apple heads sxsw sets temporary store austin tech,Apple,No emotion toward brand or product,bjdproductions apple head sxsw set temporary store austin tech,0.0
2412,bjdproductions apple opening popup store austin sxsw tech,Apple,Negative emotion,bjdproductions apple opening popup store austin sxsw tech,0.0
2413,bjdproductions apple opening popup store austin sxsw geekfest apple tech,Apple,Positive emotion,bjdproductions apple opening popup store austin sxsw geekfest apple tech,0.0
2414,bjdproductions apple saves sxsw set open popup store tech,Apple,Negative emotion,bjdproductions apple save sxsw set open popup store tech,0.0
2415,bjdproductions lightbox_photos wants new android camera app sxsw tech,Google,No emotion toward brand or product,bjdproductions lightbox_photos want new android camera app sxsw tech,0.13636363636363635
2416,bjdproductions sxsw apple schools marketing experts tech,Apple,No emotion toward brand or product,bjdproductions sxsw apple school marketing expert tech,0.0
2417,bjdproductions even begins apple wins sxsw tech,Apple,No emotion toward brand or product,bjdproductions even begin apple win sxsw tech,0.8
2418,bjdproductions google launch new social network sxsw tech,Google,No emotion toward brand or product,bjdproductions google launch new social network sxsw tech,0.08484848484848484
2419,security guard enjoying ipad2 apple store austin sxsw,Apple,No emotion toward brand or product,security guard enjoying ipad2 apple store austin sxsw,0.5
2420,media circus guy walks apples popup store sxsw 1st ipad2 austin 6th amp congress,Apple,No emotion toward brand or product,medium circus guy walk apple popup store sxsw 1st ipad2 austin 6th amp congress,0.0
2421,sosososo cuteeeeee thingsthatdontgotogether jalen rose sxsw ipad,Apple,Positive emotion,sosososo cuteeeeee thingsthatdontgotogether jalen rose sxsw ipad,0.6
2422,googles cutts says reputation topicality 2 keys matter site rankings qagb sxsw,Google,No emotion toward brand or product,google cutts say reputation topicality 2 key matter site ranking qagb sxsw,0.0
2423,unimitated fingerprint security scan itunes ipad2 1990style sxsw,Apple,Positive emotion,unimitated fingerprint security scan itunes ipad2 1990style sxsw,0.0
2424,flipboard bldg app appstore need wholistic mktg awareness pr strategy drive adoption dont rely apple rji sxsw,Apple,No emotion toward brand or product,flipboard bldg app appstore need wholistic mktg awareness pr strategy drive adoption dont rely apple rji sxsw,0.0
2425,would copyright look like created today w ceopres floor64 inc amp william patry sr copyright counsel google sxsw,Google,No emotion toward brand or product,would copyright look like created today w ceopres floor64 inc amp william patry sr copyright counsel google sxsw,0.0
2426,apple hp popping sxsw setting temp sites austin atx austinbusiness,Apple,No emotion toward brand or product,apple hp popping sxsw setting temp site austin atx austinbusiness,0.0
2427,extra ipad 2 sale austin convention center wants one,Apple,Positive emotion,extra ipad 2 sale austin convention center want one,-0.05
2428,tech ipad 2 gets temporary apple_store sxsw,Apple,Negative emotion,tech ipad 2 get temporary apple_store sxsw,0.0
2429,also ipad 2 ordered dont stand line wasting valuable fellowship time sxsw,Apple,No emotion toward brand or product,also ipad 2 ordered dont stand line wasting valuable fellowship time sxsw,0.0
2430,discovered new conversation icebreaker quothey new ipad 2 yes isquot sxsw social,Apple,No emotion toward brand or product,discovered new conversation icebreaker quothey new ipad 2 yes isquot sxsw social,0.10202020202020201
2431,composed tweet acerbic cynical ipad users phone crashed dumped apps twitterpower sxsw imthatgood,Apple,No emotion toward brand or product,composed tweet acerbic cynical ipad user phone crashed dumped apps twitterpower sxsw imthatgood,-0.6
2432,google aclu buddiesûïmention google launch major new social network called circles possibly today sxswû,Google,Positive emotion,google aclu buddiesûïmention google launch major new social network called circle possibly today sxswû,0.05804924242424242
2433,wish ipad right lasts longer phone awkward laptop sxsw,Apple,Positive emotion,wish ipad right last longer phone awkward laptop sxsw,-0.10476190476190476
2434,could dangerous rt sweetapple listened us temp apple store near sxsw ipad2 launch,Apple,Positive emotion,could dangerous rt sweetapple listened u temp apple store near sxsw ipad2 launch,-0.25
2435,would via apples opened popup store austin nerds sxsw get new ipads cnet,Apple,Negative emotion,would via apple opened popup store austin nerd sxsw get new ipads cnet,0.13636363636363635
2436,could first big news sxsw google building new social framework,Google,No emotion toward brand or product,could first big news sxsw google building new social framework,0.10492424242424242
2437,google bing meet sxsw lovers tiff last month seems disappointingly friendly,Google,Positive emotion,google bing meet sxsw lover tiff last month seems disappointingly friendly,0.1875
2438,google bing page rank panel ridiculously crowded al franken justin timberlake sxsw,Google,Positive emotion,google bing page rank panel ridiculously crowded al franken justin timberlake sxsw,-0.5666666666666667
2439,google bing sitting panel dont look like want punch face cc sxsw,Google,No emotion toward brand or product,google bing sitting panel dont look like want punch face cc sxsw,0.0
2440,unexpected bonus waking 4am make sxsw flight order ipad 2 right released,Apple,Positive emotion,unexpected bonus waking 4am make sxsw flight order ipad 2 right released,0.19285714285714284
2441,surrounded tats piercings live music gadgets galore yep hipster heaven google gsdm welivehere wepartyhere sxsw,Google,Negative emotion,surrounded tat piercings live music gadget galore yep hipster heaven google gsdm welivehere wepartyhere sxsw,0.13636363636363635
2442,quotipad cleanerquot takes two different terms sxsw,Apple,Negative emotion,quotipad cleanerquot take two different term sxsw,0.0
2443,near field communication already android phones sxsw bemyneighbor,Google,No emotion toward brand or product,near field communication already android phone sxsw bemyneighbor,0.1
2444,agnerd confession using laptop ipad blackberry follow sxsw afar see agchat rock,Apple,Positive emotion,agnerd confession using laptop ipad blackberry follow sxsw afar see agchat rock,0.0
2445,major ipad design flaw sxsw go ipad app doesnt stay open switch apps ipaddesignheadaches sxsw,Apple,No emotion toward brand or product,major ipad design flaw sxsw go ipad app doesnt stay open switch apps ipaddesignheadaches sxsw,0.03125
2446,quotipad design headaches 2 tablets call morningquot sxsw packed,Apple,No emotion toward brand or product,quotipad design headache 2 tablet call morningquot sxsw packed,0.0
2447,im headed sxsw hear talk integrated social network dynamics team synergy ive got ipad ready go,Apple,Positive emotion,im headed sxsw hear talk integrated social network dynamic team synergy ive got ipad ready go,0.07777777777777778
2448,bored keynote sxsw use ipad draw picture even good artist sxswi,Apple,I can't tell,bored keynote sxsw use ipad draw picture even good artist sxswi,0.09999999999999998
2449,sxsw crowd earns 10k charity playing game pics unusual keynote speech news sxsw cyber iphone,Apple,Negative emotion,sxsw crowd earns 10k charity playing game pic unusual keynote speech news sxsw cyber iphone,-0.1
2450,brand focus rt trust zappos likability virgin product apple recipe success sxsw,Apple,No emotion toward brand or product,brand focus rt trust zappos likability virgin product apple recipe success sxsw,0.3
2451,brand focuses purpose object survive amp succeed google search useful info nike sneakers performance sxsw,Google,Positive emotion,brand focus purpose object survive amp succeed google search useful info nike sneaker performance sxsw,0.3
2452,unexpected geekout moment sxsw far talked guys bringing traveller rpg iphone,Apple,Positive emotion,unexpected geekout moment sxsw far talked guy bringing traveller rpg iphone,0.1
2453,ladies gentlemen mr street rt ive meetings im line sxsw popup apple store ipad2,Apple,No emotion toward brand or product,lady gentleman mr street rt ive meeting im line sxsw popup apple store ipad2,0.0
2454,stood line 30 minutes buy 2 ipads apple popup store apple sxsw ipad austin fuckyeah,Apple,Positive emotion,stood line 30 minute buy 2 ipads apple popup store apple sxsw ipad austin fuckyeah,0.0
2455,sam licked rt got ipad 2 sxsw cc,Apple,Positive emotion,sam licked rt got ipad 2 sxsw cc,0.0
2456,ipad 2 rivals stack bnet biz ipad2 apple sxsw ipad tablet xoom tech laptop pics sale,Apple,Positive emotion,ipad 2 rival stack bnet biz ipad2 apple sxsw ipad tablet xoom tech laptop pic sale,0.0
2457,free ipad lounge open daily sxsw serving art made ipads local art free coffee austin details photo,Apple,No emotion toward brand or product,free ipad lounge open daily sxsw serving art made ipads local art free coffee austin detail photo,0.16
2458,best brand marketing sxsw ge solar powered carousel rock n roll trailer park apples ipad2 popup shop,Apple,Positive emotion,best brand marketing sxsw ge solar powered carousel rock n roll trailer park apple ipad2 popup shop,1.0
2459,added sxsw flights matching people planesairports also downloaded iphone app nicely done,Apple,Positive emotion,added sxsw flight matching people planesairports also downloaded iphone app nicely done,0.6
2460,found new mapquest iphone app turnbyturn gps free time check get reacquainted mq sxsw,Apple,No emotion toward brand or product,found new mapquest iphone app turnbyturn gps free time check get reacquainted mq sxsw,0.2681818181818182
2461,probably put away rt android party kinda embarrassed iphone sxsw,Google,No emotion toward brand or product,probably put away rt android party kinda embarrassed iphone sxsw,0.0
2462,aha found proof lactation room excuse quotmothers roomquot brought google last years sxsw,Google,No emotion toward brand or product,aha found proof lactation room excuse quotmothers roomquot brought google last year sxsw,-0.025
2463,makes good sense rt apple set open popup shop core sxsw action via sxsw,Apple,Positive emotion,make good sense rt apple set open popup shop core sxsw action via sxsw,0.26666666666666666
2464,uber brand smart gonna move ton ipad2 apple opening popup shop austin sxsw viamention,Apple,Positive emotion,uber brand smart gonna move ton ipad2 apple opening popup shop austin sxsw viamention,0.21428571428571427
2465,localmind sounds awesome location based qampa could incredibly useful iphone sxsw,Apple,Negative emotion,localmind sound awesome location based qampa could incredibly useful iphone sxsw,0.5666666666666667
2466,sxsw ipad store sold everything except 64gig wifi white,Apple,No emotion toward brand or product,sxsw ipad store sold everything except 64gig wifi white,0.0
2467,heard apple opening store downtown austin tomorrow sell ipads sxsw attendees,Apple,Positive emotion,heard apple opening store downtown austin tomorrow sell ipads sxsw attendee,0.0
2468,im bummed missed team android party sxsw oh well ctia right around corner boom roasted,Google,Positive emotion,im bummed missed team android party sxsw oh well ctia right around corner boom roasted,0.2857142857142857
2469,hah found quotpopupquot apple store ipad 2 sale 2moro golds gym 6th congress sxsw,Apple,Positive emotion,hah found quotpopupquot apple store ipad 2 sale 2moro gold gym 6th congress sxsw,0.0
2470,saved sxsw im productive dont get anything done ipad dongle get getm sxswbusy,Apple,No emotion toward brand or product,saved sxsw im productive dont get anything done ipad dongle get getm sxswbusy,0.0
2471,found back door sxsw apple store ip2 ftw,Apple,Positive emotion,found back door sxsw apple store ip2 ftw,0.0
2472,almost worst sxsw fail left iphone kitchen counter realized 5 min driving airport,Apple,I can't tell,almost worst sxsw fail left iphone kitchen counter realized 5 min driving airport,-0.5
2473,dont need charge sxsw youre talking sun iphone boom,Apple,No emotion toward brand or product,dont need charge sxsw youre talking sun iphone boom,0.0
2474,interested hear different google buzz rt get ready word quotcirclesquot trending sxswi sxsw,Google,No emotion toward brand or product,interested hear different google buzz rt get ready word quotcirclesquot trending sxswi sxsw,0.15
2475,read tv recaps online keep shows 600 unread posts google reader im completely detached sxsw,Google,No emotion toward brand or product,read tv recap online keep show 600 unread post google reader im completely detached sxsw,0.1
2476,interested see google show unveil circles sxsw,Google,No emotion toward brand or product,interested see google show unveil circle sxsw,0.25
2477,android version rt download iphone reserve space sxsw,Google,No emotion toward brand or product,android version rt download iphone reserve space sxsw,0.0
2478,annoyed sxsw schedule app bad ui ipad fingers aint fat yall,Apple,Positive emotion,annoyed sxsw schedule app bad ui ipad finger aint fat yall,-0.5499999999999999
2479,hear appleûªs opening temporary store sxsw via,Apple,No emotion toward brand or product,hear appleûªs opening temporary store sxsw via,0.0
2480,html 5 google booth sxsw,Google,No emotion toward brand or product,html 5 google booth sxsw,0.0
2481,dont hold breath google circles least sxsw,Google,No emotion toward brand or product,dont hold breath google circle least sxsw,-0.3
2482,stay tuned next emergency ipad station sxsw facebook bullying online privacy,Apple,Negative emotion,stay tuned next emergency ipad station sxsw facebook bullying online privacy,0.0
2483,poked liked retweeted google love story alisa icrossing sxsw futurefifteen,Google,Positive emotion,poked liked retweeted google love story alisa icrossing sxsw futurefifteen,0.55
2484,ballroom marissagoogle talking cool projects obv love google art project sxsw,Google,No emotion toward brand or product,ballroom marissagoogle talking cool project obv love google art project sxsw,0.425
2485,packed charging ipad busy dayweekend ahead also need download sxsw apps iphoneipad,Apple,No emotion toward brand or product,packed charging ipad busy dayweekend ahead also need download sxsw apps iphoneipad,0.1
2486,ipad found friend jeff sxsw thanks everyone helped especially,Apple,No emotion toward brand or product,ipad found friend jeff sxsw thanks everyone helped especially,0.1
2487,packed many apple devices alarm set 515am see yall sxsw psyched meet finally many guys,Apple,No emotion toward brand or product,packed many apple device alarm set 515am see yall sxsw psyched meet finally many guy,0.5
2488,shouldshouldnt get ipad 2 discuss sxsw,Apple,Positive emotion,shouldshouldnt get ipad 2 discus sxsw,0.0
2489,first ipad2 sighting sxsw interactive infact everyone least 1 apple product use times,Apple,Positive emotion,first ipad2 sighting sxsw interactive infact everyone least 1 apple product use time,-0.024999999999999994
2490,want ipad2 win sxsw,Apple,Positive emotion,want ipad2 win sxsw,0.8
2491,download daily grape new app iphone take wine shop sxsw,Apple,Positive emotion,download daily grape new app iphone take wine shop sxsw,0.06818181818181818
2492,dan die maar doen p rt sxsw ipad store sold everything except 64gig wifi white,Apple,No emotion toward brand or product,dan die maar doen p rt sxsw ipad store sold everything except 64gig wifi white,0.0
2493,dangerous ipad life jaqueline bojan sxsw,Apple,Positive emotion,dangerous ipad life jaqueline bojan sxsw,-0.6
2494,cobra iradar detection system coming android next month android gps iphone sxsw,Google,Positive emotion,cobra iradar detection system coming android next month android gps iphone sxsw,0.0
2495,ipad 2 update online sales start 1201am pst 3am est 31111 2day free shipping fyi sxsw popup store downtown austin apple,Apple,Positive emotion,ipad 2 update online sale start 1201am pst 3am est 31111 2day free shipping fyi sxsw popup store downtown austin apple,0.4
2496,mobile updates rt hoot new blog post hootsuite mobile sxsw updates iphone blackberry amp android,Google,No emotion toward brand or product,mobile update rt hoot new blog post hootsuite mobile sxsw update iphone blackberry amp android,0.13636363636363635
2497,justmet david beyond stories guys making drunken ipad purchases apple pop store sxsw whattechnerdsdodrunk,Apple,No emotion toward brand or product,justmet david beyond story guy making drunken ipad purchase apple pop store sxsw whattechnerdsdodrunk,0.0
2498,exciting day sxsw day tim ferriss rumors launch google circles later,Google,Positive emotion,exciting day sxsw day tim ferriss rumor launch google circle later,0.15
2499,pie day google booth sxsw mylunch,Google,No emotion toward brand or product,pie day google booth sxsw mylunch,0.0
2500,musicmonday great time sxsw played white stripes amp 60secondcrush detroit showcase lucys,Others,No emotion toward brand or product,musicmonday great time sxsw played white stripe amp 60secondcrush detroit showcase lucy,0.4
2501,happy pi day google doesnt launch circles pi day doesnt exist sxsw,Google,No emotion toward brand or product,happy pi day google doesnt launch circle pi day doesnt exist sxsw,0.8
2502,forbidden apple spoiled long live samsung rocking sxsw amp sxswis world,Apple,Positive emotion,forbidden apple spoiled long live samsung rocking sxsw amp sxswis world,0.043181818181818175
2503,dumb blonde evelyn sxsw juwan howard ipad,Apple,Positive emotion,dumb blonde evelyn sxsw juwan howard ipad,-0.1875
2504,woah dude sxsw gets branded tattoo exchange ipad really,Apple,No emotion toward brand or product,woah dude sxsw get branded tattoo exchange ipad really,0.2
2505,dude propping ipad urinal time isnt valuable sxsw ewww,Apple,No emotion toward brand or product,dude propping ipad urinal time isnt valuable sxsw ewww,0.0
2506,made decision id like purchase ipad would perfect sxsw,Apple,Negative emotion,made decision id like purchase ipad would perfect sxsw,1.0
2507,big idea google leaves nothing left discover sxsw sxswi,Google,No emotion toward brand or product,big idea google leaf nothing left discover sxsw sxswi,0.0
2508,getting ideas sxsw save ipad using action lists true gtd syncs w iphone amp web,Apple,No emotion toward brand or product,getting idea sxsw save ipad using action list true gtd syncs w iphone amp web,0.22499999999999998
2509,bands needed sx podcast sxsw,Others,No emotion toward brand or product,band needed sx podcast sxsw,0.0
2510,decided need ipad usguys sxsw,Apple,Positive emotion,decided need ipad usguys sxsw,0.0
2511,giving added value location based services needs battle checkin fatigue google pnid sxsw,Google,No emotion toward brand or product,giving added value location based service need battle checkin fatigue google pnid sxsw,0.0
2512,definitely yobongo real time chat sxsw going killer,Others,Positive emotion,definitely yobongo real time chat sxsw going killer,0.1
2513,model one rt sxsw quotapple comes cool tech ones ever heard cuz dont go conferencesquot,Apple,No emotion toward brand or product,model one rt sxsw quotapple come cool tech one ever heard cuz dont go conferencesquot,0.35
2514,great ui demo xoom sxsw android tech tablet,Google,Positive emotion,great ui demo xoom sxsw android tech tablet,0.8
2515,watching demo google hotpot people using sxsw,Google,No emotion toward brand or product,watching demo google hotpot people using sxsw,0.0
2516,wondering many come back sxsw ipad 2s maybe everyone,Apple,No emotion toward brand or product,wondering many come back sxsw ipad 2 maybe everyone,0.25
2517,dudes dudes check tweet anything w ipad amp naked lady response bots tell simply gaimed one free sxsw,Apple,Positive emotion,dude dude check tweet anything w ipad amp naked lady response bot tell simply gaimed one free sxsw,0.13333333333333333
2518,sxsw tradeshow floor engage w multitouch interactive wall take part augmented reality 3d enter win ipad,Apple,Positive emotion,sxsw tradeshow floor engage w multitouch interactive wall take part augmented reality 3d enter win ipad,0.8
2519,ipad design panel hilton salon j filling quickly surprises tapworthy sxsw,Apple,No emotion toward brand or product,ipad design panel hilton salon j filling quickly surprise tapworthy sxsw,0.3333333333333333
2520,ipad design panel hilton salon j filling quickly surprises tapworthy sxsw fun ipad2,Apple,No emotion toward brand or product,ipad design panel hilton salon j filling quickly surprise tapworthy sxsw fun ipad2,0.31666666666666665
2521,next designing interfaces ipad hit quotyour brand obsoletequot sxsw,Apple,No emotion toward brand or product,next designing interface ipad hit quotyour brand obsoletequot sxsw,0.0
2522,android dev meetup mostly ppl looking devs good skill learn havent already sxsw mccannsxsw,Google,No emotion toward brand or product,android dev meetup mostly ppl looking devs good skill learn havent already sxsw mccannsxsw,0.6
2523,possible dìvoilement au sxsw rt google launch major new social network called circles possibly today,Google,No emotion toward brand or product,possible dìvoilement au sxsw rt google launch major new social network called circle possibly today,0.04643939393939393
2524,sxsw predicts grouptexting nextbig thing fast society comes android amp updates iphone app via,Google,Positive emotion,sxsw predicts grouptexting nextbig thing fast society come android amp update iphone app via,0.2
2525,austin sxsw,Others,I can't tell,austin sxsw,0.0
2526,find hours apple store im curious sxsw,Apple,Positive emotion,find hour apple store im curious sxsw,-0.1
2527,hear rumor might special apple popup store sxsw specifically ipad2 launch,Apple,No emotion toward brand or product,hear rumor might special apple popup store sxsw specifically ipad2 launch,0.35714285714285715
2528,see tweet reipad 2 sold sxsw,Apple,No emotion toward brand or product,see tweet reipad 2 sold sxsw,0.0
2529,see apple opening temporary store sxsw ipad 2 launch maybe transfer,Apple,No emotion toward brand or product,see apple opening temporary store sxsw ipad 2 launch maybe transfer,0.0
2530,snag ipad 2 yesterday thoughts far sxsw,Apple,No emotion toward brand or product,snag ipad 2 yesterday thought far sxsw,0.1
2531,n5 spreading disease codes valid 40075959p 031111 infektd sxsw necro,Others,No emotion toward brand or product,n5 spreading disease code valid 40075959p 031111 infektd sxsw necro,0.0
2532,intending bring trusty backpack upcoming trip sxsw number ipad 2s im helping buy back es posible,Apple,No emotion toward brand or product,intending bring trusty backpack upcoming trip sxsw number ipad 2 im helping buy back e posible,0.0
2533,whos heading popup apple store today anyone know time sale starts sxsw sxswk,Apple,No emotion toward brand or product,who heading popup apple store today anyone know time sale start sxsw sxswk,0.0
2534,direct shot offering rewards checkins latitude starting austin sxsw,Others,No emotion toward brand or product,direct shot offering reward checkins latitude starting austin sxsw,0.05
2535,bit disappointed two ipad talks many overlapping examples sxsw,Apple,No emotion toward brand or product,bit disappointed two ipad talk many overlapping example sxsw,-0.125
2536,discussing salsa ingredients industry party sxsw welivehere gsdm,Others,No emotion toward brand or product,discussing salsa ingredient industry party sxsw welivehere gsdm,0.0
2537,discussing salsa ingredients industry party sxsw welivehere gsdm,Others,No emotion toward brand or product,discussing salsa ingredient industry party sxsw welivehere gsdm,0.0
2538,quotcredit card companies know 98 accuracy 2 yrs youre going get divorcedquot sxsw,Others,No emotion toward brand or product,quotcredit card company know 98 accuracy 2 yr youre going get divorcedquot sxsw,0.0
2539,every dj sxsw spins ipad part arsenal future coming wait,Apple,Negative emotion,every dj sxsw spin ipad part arsenal future coming wait,0.0
2540,ipad djs need one 3am tuesday douche bags need apply sxsw,Apple,No emotion toward brand or product,ipad dj need one 3am tuesday douche bag need apply sxsw,0.0
2541,almost didnt bring ipad sxsw bc 1st gen lunch wondering sxsw hipster uniform year fb,Apple,No emotion toward brand or product,almost didnt bring ipad sxsw bc 1st gen lunch wondering sxsw hipster uniform year fb,0.0
2542,hope u didnt jinx nice iphone app behaving today crashes yesterday ridiculous sxsw,Apple,No emotion toward brand or product,hope u didnt jinx nice iphone app behaving today crash yesterday ridiculous sxsw,0.13333333333333333
2543,thank goodness two hour breaks turn iphone battery would toast sxsw,Apple,Positive emotion,thank goodness two hour break turn iphone battery would toast sxsw,0.0
2544,thank goodness ran ipad 2s dont worry giving buying one popup apple store sxsw,Apple,No emotion toward brand or product,thank goodness ran ipad 2 dont worry giving buying one popup apple store sxsw,0.0
2545,get bonus points collect colors glow dark google cups googlekillsit sxsw,Google,No emotion toward brand or product,get bonus point collect color glow dark google cup googlekillsit sxsw,-0.15
2546,quotwe want undivided attention please take mobile phones ipad 2squot sxsw leanstartup,Apple,Positive emotion,quotwe want undivided attention please take mobile phone ipad 2squot sxsw leanstartup,0.0
2547,improve website rankings advice google bing sxsw,Google,I can't tell,improve website ranking advice google bing sxsw,0.0
2548,iphone price point 4999 make even explosion carriers work plans sxsw bolinsxsw,Apple,Positive emotion,iphone price point 4999 make even explosion carrier work plan sxsw bolinsxsw,0.0
2549,doh share pic update ipad since im sxsw youll mail shirt,Apple,No emotion toward brand or product,doh share pic update ipad since im sxsw youll mail shirt,0.0
2550,better boys bed amp downloading realty tv ipad trip sxsw thurs thanks,Apple,No emotion toward brand or product,better boy bed amp downloading realty tv ipad trip sxsw thurs thanks,0.35
2551,fest tipdont iphone doucheput away phone talk fellow festgoers lines etcall good people love film sxsw,Apple,No emotion toward brand or product,fest tipdont iphone doucheput away phone talk fellow festgoers line etcall good people love film sxsw,0.6
2552,z7 lead dont follow codes valid 40075959p 031111 infektd sxsw zlf,Others,No emotion toward brand or product,z7 lead dont follow code valid 40075959p 031111 infektd sxsw zlf,0.0
2553,dont miss qampa googles amp bings ranking sxsw sessi mon 1230pmpart 1 smx,Google,No emotion toward brand or product,dont miss qampa google amp bings ranking sxsw sessi mon 1230pmpart 1 smx,0.0
2554,got android party sxsw androidsxsw heres painting time blahzay,Google,No emotion toward brand or product,got android party sxsw androidsxsw here painting time blahzay,0.0
2555,countdown sxsw begun thereû_ pick quotfried speakersquot itunes,Apple,Negative emotion,countdown sxsw begun thereû_ pick quotfried speakersquot itunes,0.0
2556,download iphone reserve space meet mingle escape sxsw go tosxswmyturnstonecom,Apple,No emotion toward brand or product,download iphone reserve space meet mingle escape sxsw go tosxswmyturnstonecom,0.0
2557,drink called alan turing making lego robot oh google sxsw speakeasy,Google,No emotion toward brand or product,drink called alan turing making lego robot oh google sxsw speakeasy,0.0
2558,apple driving quotconsumerizationquot empowered sxsw,Apple,No emotion toward brand or product,apple driving quotconsumerizationquot empowered sxsw,0.0
2560,android party kinda embarrassed iphone sxsw,Google,No emotion toward brand or product,android party kinda embarrassed iphone sxsw,0.0
2561,friends finally quotput outquot android get app amp get disc sxsw kh,Google,No emotion toward brand or product,friend finally quotput outquot android get app amp get disc sxsw kh,0.0
2562,friends sxswi new blog post hootsuite mobile sxsw updates iphone blackberry amp android,Google,Positive emotion,friend sxswi new blog post hootsuite mobile sxsw update iphone blackberry amp android,0.13636363636363635
2563,picplz adds photo collections borders android apple iphone itunes sxsw,Apple,Positive emotion,picplz add photo collection border android apple iphone itunes sxsw,0.0
2564,apple heads sxsw sets temporary store austin,Apple,No emotion toward brand or product,apple head sxsw set temporary store austin,0.0
2565,apple heads sxsw sets temporary store austin news sxsw,Apple,Negative emotion,apple head sxsw set temporary store austin news sxsw,0.0
2566,apple heads sxsw sets temporary store austin apple ipad2 rancewilemon sxsw whetherapple,Apple,Positive emotion,apple head sxsw set temporary store austin apple ipad2 rancewilemon sxsw whetherapple,0.0
2567,soundsfantastic rt google partyawesome sxsw,Google,No emotion toward brand or product,soundsfantastic rt google partyawesome sxsw,0.0
2568,one lone dude awaits ipad 2 appleûªs sxsw store apple likely expected bigger crowd forming south,Apple,No emotion toward brand or product,one lone dude awaits ipad 2 appleûªs sxsw store apple likely expected bigger crowd forming south,-0.03333333333333333
2569,one lone dude awaits ipad 2 appleûªs sxsw store apple likely expected bigger crowdû_,Apple,No emotion toward brand or product,one lone dude awaits ipad 2 appleûªs sxsw store apple likely expected bigger crowdû_,-0.03333333333333333
2570,one lone dude awaits ipad 2 appleûªs sxsw store apple ipad2 sxsw tablets,Apple,No emotion toward brand or product,one lone dude awaits ipad 2 appleûªs sxsw store apple ipad2 sxsw tablet,0.0
2571,dude theres earthquakes tsunamis ipad 2 sxsw get,Apple,No emotion toward brand or product,dude there earthquake tsunami ipad 2 sxsw get,0.0
2572,schedule heavier laptop wheres ipad already sxsw,Apple,Positive emotion,schedule heavier laptop wheres ipad already sxsw,0.0
2573,sxsw hardware ipad rickshaw bag lunatik incase iphone4 battery pak flip nike bose buds sprint mifi û_,Apple,No emotion toward brand or product,sxsw hardware ipad rickshaw bag lunatik incase iphone4 battery pak flip nike bose bud sprint mifi û_,0.0
2574,kinda giddy theindustryparty google amp gsdm finally fun comes us non swsurrogates sxsw notpouting,Google,No emotion toward brand or product,kinda giddy theindustryparty google amp gsdm finally fun come u non swsurrogates sxsw notpouting,0.3
2575,google body beta uber sxsw health2dev cool,Google,No emotion toward brand or product,google body beta uber sxsw health2dev cool,0.35
2576,ready magic happens us use zazzlesxsw hashtag create iphone case sxsw,Apple,No emotion toward brand or product,ready magic happens u use zazzlesxsw hashtag create iphone case sxsw,0.35
2577,anybody get sxsw mobile apps work ive downloaded android iphone blackberry get stuck downloading startup,Google,Positive emotion,anybody get sxsw mobile apps work ive downloaded android iphone blackberry get stuck downloading startup,0.0
2578,im already jealous apple popup store sxsw gonnagetanipad2,Apple,No emotion toward brand or product,im already jealous apple popup store sxsw gonnagetanipad2,0.0
2579,already tell brought ass pillow iphone backup charger sxsw numbassonfloor,Apple,Positive emotion,already tell brought as pillow iphone backup charger sxsw numbassonfloor,0.0
2580,anybody tell apple store sxsw white 16gb ipad verizon stock saturday,Apple,Positive emotion,anybody tell apple store sxsw white 16gb ipad verizon stock saturday,0.0
2581,google body shares patients amp physicians wow sharing data amp interactive anatomy sxswh hcinno sxsw sxswi,Google,No emotion toward brand or product,google body share patient amp physician wow sharing data amp interactive anatomy sxswh hcinno sxsw sxswi,0.1
2582,taking ipad 2 plunge sxsw popup store congress keepingupwithdkm,Apple,Negative emotion,taking ipad 2 plunge sxsw popup store congress keepingupwithdkm,0.0
2583,sxsw waze duking google personalized mapping experience friendly quotpanel crashingquot,Google,Positive emotion,sxsw waze duking google personalized mapping experience friendly quotpanel crashingquot,0.375
2584,find playing sxsw eventseekr app android got u,Google,Positive emotion,find playing sxsw eventseekr app android got u,0.0
2585,see quotleft brain search google right brain search xquot panel sxsw bettersearch,Google,No emotion toward brand or product,see quotleft brain search google right brain search xquot panel sxsw bettersearch,0.2857142857142857
2586,srsly love promo srsly hate excludes esp since ipad insists im disney sxsw,Apple,No emotion toward brand or product,srsly love promo srsly hate excludes esp since ipad insists im disney sxsw,-0.15000000000000002
2587,google aclu party tonight sxsw best thing ever apparently spazmatics franchised band rock,Google,No emotion toward brand or product,google aclu party tonight sxsw best thing ever apparently spazmatics franchised band rock,0.525
2588,really quotgoogle mequot going called quotcirclequot hmm see later today sxsw,Google,No emotion toward brand or product,really quotgoogle mequot going called quotcirclequot hmm see later today sxsw,0.1
2589,whats buzz billings entrepreneurs win tech award sxsw via technology,Google,Positive emotion,whats buzz billing entrepreneur win tech award sxsw via technology,0.8
2590,new google circles would nuanced sharing butgoogle says launch imminent later today sxsw,Google,Positive emotion,new google circle would nuanced sharing butgoogle say launch imminent later today sxsw,0.06818181818181818
